Year,Monthly_anomaly,Monthly_uncertainty,Annual_anomaly,Annual_uncertainty,Five-year_anomaly,Five-year_uncertainty,Ten-year_anomaly,Ten-year_uncertainty,Twenty-year_anomaly,Twenty-year_uncertainty,
1767,7,-0.857,4.081,-0.47,1.614,-0.765,1.02,-0.785,0.847,-0.683,0.748
1767,8,0.453,2.104,-0.742,1.527,-0.748,1.038,-0.777,0.865,-0.692,0.748
1767,9,-0.5,3.171,-1.05,1.555,-0.792,1.072,-0.772,0.868,-0.693,0.749
1767,10,-0.034,2.989,-0.891,1.484,-0.796,1.1,-0.744,0.882,-0.683,0.75
1767,11,1.669,8.311,-0.91,1.471,-0.815,1.107,-0.722,0.889,-0.675,0.753
1767,12,-2.162,4.22,-1.02,1.448,-0.824,1.029,-0.679,0.904,-0.672,0.752
1768,1,-4.007,5.153,-0.979,1.399,-0.862,1.144,-0.665,0.905,-0.656,0.754
1768,2,-1.984,5.534,-1.056,1.351,-0.875,1.153,-0.681,0.908,-0.647,0.749
1768,3,-2.545,4.504,-1.12,1.25,-0.872,1.18,-0.67,0.915,-0.65,0.75
1768,4,0.287,2.431,-1.149,1.179,-0.874,1.162,-0.665,0.928,-0.64,0.754
1768,5,-1.471,2.759,-1.298,1.318,-0.854,1.173,-0.649,0.932,-0.636,0.759
1768,6,-1.083,2.095,-1.204,1.414,-0.815,1.12,-0.649,0.943,-0.642,0.763
1768,7,-0.369,2.29,-0.883,1.461,-0.706,1.124,-0.659,0.957,-0.631,0.765
1768,8,-0.469,1.885,-0.794,1.84,-0.735,1.136,-0.663,0.972,-0.624,0.777
1768,9,-1.272,2.973,-0.68,2.406,-0.763,1.144,-0.65,0.985,-0.618,0.78
1768,10,-0.385,2.674,-0.676,2.272,-0.803,1.144,-0.628,0.992,-0.612,0.785
1768,11,-0.111,4.706,-0.505,2.716,-0.811,1.128,-0.626,1.006,-0.617,0.786
1768,12,-1.039,6.998,-0.377,2.779,-0.831,1.139,-0.612,1.008,-0.618,0.791
1769,1,-0.155,5.768,-0.423,2.716,-0.803,1.133,-0.62,1.017,-0.632,0.794
1769,2,-0.912,4.284,-0.413,3.058,-0.805,1.157,-0.626,1.025,-0.632,0.796
1769,3,-1.183,4.45,-0.386,2.833,-0.827,1.16,-0.605,1.029,-0.629,0.802
1769,4,0.341,4.238,-0.68,2.758,-0.807,1.155,-0.587,1.032,-0.619,0.809
1769,5,0.572,4.946,-0.751,2.454,-0.856,1.174,-0.562,1.038,-0.611,0.815
1769,6,0.458,2.571,-0.911,1.839,-0.839,1.192,-0.551,1.055,-0.618,0.82
1769,7,-0.921,2.39,-1.009,1.606,-0.783,1.178,-0.534,1.073,-0.619,0.823
1769,8,-0.348,3.464,-0.903,1.429,-0.801,1.172,-0.51,1.083,-0.622,0.825
1769,9,-0.946,1.73,-0.966,1.498,-0.828,1.171,-0.509,1.085,-0.62,0.827
1769,10,-3.917,2.537,-0.993,1.707,-0.797,1.149,-0.516,1.087,-0.616,0.829
1769,11,-0.964,1.898,-1.193,1.484,-0.807,1.13,-0.525,1.092,-0.603,0.828
1769,12,-2.955,2.974,-1.349,1.293,-0.801,1.139,-0.56,1.088,-0.59,0.828
1770,1,-1.337,5.321,-1.549,1.303,-0.786,1.126,-0.57,1.084,-0.584,0.83
1770,2,0.367,2.9,-1.628,1.325,-0.78,1.144,-0.544,1.088,-0.584,0.833
1770,3,-1.939,2.716,-1.589,1.423,-0.789,1.142,-0.542,1.09,-0.569,0.837
1770,4,0.02,5.57,-1.322,1.318,-0.779,1.154,-0.546,1.094,-0.563,0.841
1770,5,-1.837,1.994,-1.197,1.409,-0.78,1.183,-0.548,1.101,-0.552,0.845
1770,6,-1.408,4.327,-0.91,1.352,-0.712,1.192,-0.546,1.113,-0.547,0.847
1770,7,-3.328,1.807,-0.674,1.404,-0.675,1.145,-0.54,1.111,-0.539,0.848
1770,8,-1.296,3.85,-0.899,1.432,-0.679,1.105,-0.538,1.116,-0.536,0.849
1770,9,-0.472,2.569,-0.894,1.379,-0.656,1.136,-0.542,1.12,-0.533,0.844
1770,10,-0.719,2.749,-1.103,1.312,-0.657,1.141,-0.537,1.119,-0.524,0.843
1770,11,0.537,6.213,-1.03,1.279,-0.637,1.14,-0.523,1.118,-0.524,0.841
1770,12,0.496,3.902,-0.99,1.245,-0.632,1.161,-0.524,1.113,-0.525,0.835
1771,1,1.491,2.369,-0.722,1.323,-0.64,1.174,-0.504,1.115,-0.515,0.837
1771,2,-2.328,2.448,-0.568,1.328,-0.637,1.197,-0.496,1.115,-0.515,0.845
1771,3,-1.887,3.082,-0.607,1.269,-0.614,1.201,-0.495,1.108,-0.518,0.846
1771,4,-2.487,3.821,-0.469,1.288,-0.612,1.19,-0.497,1.107,-0.512,0.85
1771,5,-0.96,6.411,-0.636,1.214,-0.636,1.181,-0.51,1.109,-0.514,0.849
1771,6,-0.932,2.469,-0.675,1.417,-0.592,1.16,-0.512,1.116,-0.524,0.848
1771,7,-0.101,1.732,-0.878,1.592,-0.619,1.037,-0.503,1.122,-0.534,0.845
1771,8,0.546,2.813,-0.666,2.003,-0.588,1.029,-0.504,1.132,-0.536,0.84
1771,9,-0.946,2.395,-0.551,1.825,-0.552,1.028,-0.527,1.134,-0.542,0.854
1771,10,0.945,1.88,-0.322,1.579,-0.54,1.045,-0.533,1.125,-0.533,0.853
1771,11,-1.464,2.304,-0.394,1.261,-0.503,1.054,-0.549,1.121,-0.522,0.854
1771,12,0.021,3.391,-0.269,1.587,-0.491,1.085,-0.539,1.113,-0.498,0.838
1772,1,-0.941,6.777,-0.255,1.719,-0.467,1.129,-0.501,1.13,-0.506,0.847
1772,2,0.211,8.831,-0.234,1.679,-0.44,1.139,-0.51,1.116,-0.518,0.829
1772,3,-0.509,2.515,-0.241,1.7,-0.444,1.151,-0.511,1.099,-0.512,0.854
1772,4,0.264,2.623,-0.275,1.646,-0.404,1.153,-0.511,1.101,-0.521,0.849
1772,5,-1.825,1.864,-0.019,1.493,-0.414,1.147,-0.515,1.102,-0.523,0.85
1772,6,0.576,5.103,0.138,1.483,-0.412,1.141,-0.527,1.117,-0.516,0.849
1772,7,0.062,2.943,0.069,1.278,-0.376,1.155,-0.536,1.13,-0.516,0.852
1772,8,0.793,3.822,-0.132,1.553,-0.341,1.162,-0.542,1.131,-0.513,0.855
1772,9,-1.024,3.221,-0.188,1.427,-0.291,1.153,-0.54,1.128,-0.506,0.858
1772,10,0.539,2.564,-0.191,1.385,-0.296,1.137,-0.548,1.112,-0.501,0.855
1772,11,1.605,5.173,-0.062,1.392,-0.28,1.134,-0.562,1.112,-0.508,0.852
1772,12,1.9,3.68,-0.176,1.579,-0.268,1.13,-0.558,1.092,-0.5,0.852
1773,1,-1.768,2.298,-0.251,1.683,-0.218,1.145,-0.528,1.062,-0.491,1.014
1773,2,-2.201,2.915,-0.34,1.634,-0.201,1.146,-0.505,1.028,-0.488,1.015
1773,3,-1.181,2.287,-0.248,1.615,-0.212,1.137,-0.493,1.039,-0.48,1.02
1773,4,0.226,2.576,-0.316,1.499,-0.2,1.14,-0.485,1.038,-0.477,1.024
1773,5,-0.275,2.36,-0.577,1.626,-0.192,1.125,-0.478,1.042,-0.472,1.021
1773,6,-0.788,2.481,-0.604,1.49,-0.232,1.138,-0.479,1.046,-0.465,1.014
1773,7,-0.835,2.208,-0.605,1.287,-0.303,1.116,-0.471,1.049,-0.465,1.015
1773,8,-0.283,2.306,-0.338,1.374,-0.256,1.116,-0.47,1.066,-0.467,1.016
1773,9,0.085,2.349,-0.162,1.458,-0.226,1.106,-0.466,1.066,-0.47,1.019
1773,10,-0.273,2.333,-0.093,1.281,-0.192,1.098,-0.475,1.066,-0.462,1.021
1773,11,-1.529,5.487,0.163,1.411,-0.209,1.104,-0.486,1.053,-0.46,1.031
1773,12,1.572,3.875,0.327,1.586,-0.192,1.105,-0.485,1.051,-0.456,1.037
1774,1,-1.775,5.662,0.444,1.872,-0.203,1.112,-0.504,1.005,-0.455,1.035
1774,2,0.998,5.966,0.574,1.936,-0.203,1.116,-0.488,0.99,-0.469,1.03
1774,3,0.931,2.458,0.468,1.999,-0.227,1.118,-0.475,0.985,-0.462,1.029
1774,4,1.057,4.556,0.364,1.898,-0.258,1.117,-0.468,1.009,-0.46,1.03
1774,5,2.79,1.865,0.359,1.879,-0.243,1.113,-0.463,1.024,-0.46,1.028
1774,6,1.181,7.49,-0.007,1.712,-0.238,1.098,-0.481,1.037,-0.454,1.027
1774,7,0.569,7.163,0.21,1.598,-0.218,1.129,-0.479,1.054,-0.446,1.026
1774,8,1.277,2.38,0.331,1.429,-0.219,1.162,-0.481,1.059,-0.442,1.011
1774,9,-1.186,2.183,0.34,1.338,-0.194,1.143,-0.469,1.063,-0.439,1.006
1774,10,-1.523,4.837,0.229,1.43,-0.225,1.135,-0.432,1.07,-0.444,1.005
1774,11,-1.578,4.128,-0.077,1.277,-0.223,1.158,-0.423,1.066,-0.449,1.011
1774,12,-2.819,4.475,-0.234,1.289,-0.254,1.177,-0.393,1.068,-0.465,1.01
1775,1,0.826,5.486,-0.306,1.647,-0.287,1.199,-0.394,1.073,-0.472,1.011
1775,2,2.452,2.091,-0.434,1.87,-0.305,1.181,-0.404,1.077,-0.478,1.025
1775,3,1.03,1.772,-0.433,2.069,-0.292,1.175,-0.38,1.072,-0.493,1.02
1775,4,-0.268,3.036,-0.304,1.698,-0.318,1.144,-0.363,1.065,-0.498,1.009
1775,5,-0.888,4.974,-0.087,1.259,-0.343,1.128,-0.335,1.063,-0.497,1.001
1775,6,-0.698,4.62,-0.012,1.25,-0.404,1.104,-0.317,1.061,-0.485,0.997
1775,7,-0.297,2.829,-0.31,1.234,-0.38,1.097,-0.284,1.071,-0.481,0.988
1775,8,-0.257,4.109,-0.475,1.203,-0.331,1.091,-0.275,1.07,-0.48,0.979
1775,9,-1.179,3.875,-0.568,1.192,-0.33,1.077,-0.279,1.06,-0.476,0.98
1775,10,0.028,2.265,-0.582,1.196,-0.312,1.071,-0.271,1.059,-0.474,0.974
1775,11,1.023,2.379,-0.676,1.152,-0.318,1.075,-0.284,1.043,-0.473,0.968
1775,12,-1.919,2.277,-0.607,1.156,-0.326,1.064,-0.298,1.042,-0.47,0.962
1776,1,-2.752,2.474,-0.649,1.183,-0.302,1.066,-0.317,1.041,-0.453,0.968
1776,2,0.477,4.289,-0.581,1.181,-0.303,1.081,-0.298,1.054,-0.453,0.968
1776,3,-0.083,2.586,-0.68,1.205,-0.317,1.088,-0.28,1.053,-0.452,0.962
1776,4,-0.441,2.812,-0.761,1.231,-0.338,1.098,-0.256,1.052,-0.45,0.958
1776,5,-2.008,4.251,-0.892,1.213,-0.336,1.096,-0.245,1.048,-0.445,0.952
1776,6,0.127,2.027,-0.707,1.198,-0.378,1.104,-0.246,1.045,-0.442,0.951
1776,7,-0.805,3.633,-0.456,1.329,-0.389,1.104,-0.242,1.037,-0.434,0.945
1776,8,0.562,2.886,-0.479,1.233,-0.387,1.092,-0.243,1.026,-0.437,0.937
1776,9,-2.371,3.309,-0.39,1.231,-0.397,1.094,-0.249,1.035,-0.44,0.934
1776,10,-0.944,3.971,-0.488,1.203,-0.396,1.109,-0.263,1.033,-0.442,0.926
1776,11,-0.542,2.635,-0.462,1.272,-0.422,1.114,-0.241,1.026,-0.455,0.918
1776,12,0.293,3.378,-0.578,1.275,-0.47,1.113,-0.23,1.001,-0.458,0.916
1777,1,0.266,4.594,-0.671,1.314,-0.491,1.125,-0.228,1.017,-0.444,0.924
1777,2,0.195,2.793,-0.742,1.234,-0.523,1.135,-0.252,1.01,-0.447,0.913
1777,3,0.982,1.983,-0.564,1.249,-0.494,1.145,-0.256,1.026,-0.448,0.89
1777,4,-1.611,3.359,-0.571,1.145,-0.46,1.148,-0.268,1.02,-0.443,0.888
1777,5,-1.703,2.724,-0.521,1.186,-0.433,1.137,-0.257,1.02,-0.442,0.884
1777,6,-1.266,3.421,-0.688,1.175,-0.374,1.146,-0.25,1.018,-0.442,0.889
1777,7,-1.918,2.659,-0.739,1.064,-0.413,1.149,-0.248,1.016,-0.445,0.882
1777,8,-0.282,2.436,-0.695,1.273,-0.467,1.149,-0.248,1.001,-0.448,0.873
1777,9,-0.24,4.063,-0.869,1.437,-0.47,1.151,-0.24,0.995,-0.451,0.865
1777,10,-1.026,3.693,-0.628,1.406,-0.43,1.15,-0.257,0.974,-0.454,0.853
1777,11,0.057,2.998,-0.538,1.344,-0.389,1.144,-0.293,0.955,-0.467,0.849
1777,12,-1.716,2.1,-0.536,1.542,-0.365,1.143,-0.321,0.943,-0.454,0.838
1778,1,-0.345,4.306,-0.327,1.499,-0.35,1.146,-0.317,1.07,-0.446,0.821
1778,2,0.724,3.33,-0.334,1.53,-0.35,1.143,-0.295,1.071,-0.432,0.808
1778,3,-1.104,2.639,-0.375,1.763,-0.345,1.132,-0.29,1.068,-0.42,0.814
1778,4,1.284,2.785,-0.418,1.823,-0.342,1.133,-0.29,1.069,-0.42,0.81
1778,5,-0.622,2.339,-0.542,1.433,-0.377,1.116,-0.294,1.07,-0.412,0.805
1778,6,-1.245,6.27,-0.473,1.498,-0.364,1.113,-0.282,1.062,-0.405,0.797
1778,7,0.59,2.256,-0.651,1.721,-0.332,1.119,-0.27,1.059,-0.4,0.788
1778,8,-0.361,4.223,-0.619,2.441,-0.339,1.118,-0.271,1.051,-0.394,0.784
1778,9,-0.739,2.174,-0.498,2.436,-0.335,1.122,-0.29,1.045,-0.392,0.775
1778,10,-1.539,4.032,-0.509,2.176,-0.321,1.12,-0.295,1.05,-0.392,0.77
1778,11,-1.43,4.672,-0.359,2.218,-0.28,1.11,-0.294,1.05,-0.392,0.764
1778,12,-0.894,2.576,-0.393,2.084,-0.3,1.098,-0.299,1.044,-0.394,0.756
1779,1,-2.473,6.874,-0.504,2.096,-0.281,1.077,-0.29,1.049,-0.396,0.757
1779,2,1.106,8.572,-0.523,1.931,-0.284,1.055,-0.313,1.042,-0.389,0.745
1779,3,0.349,2.791,-0.418,1.918,-0.271,1.051,-0.318,1.037,-0.389,0.737
1779,4,1.147,3.935,-0.246,1.881,-0.267,1.043,-0.334,1.033,-0.392,0.751
1779,5,1.178,2.452,-0.122,2.224,-0.239,1.029,-0.357,1.023,-0.392,0.761
1779,6,-1.653,3.917,0.013,2.468,-0.222,1.005,-0.358,1.007,-0.397,0.765
1779,7,-0.734,2.019,0.09,1.796,-0.237,1.012,-0.358,0.99,-0.399,0.774
1779,8,-0.593,2.352,-0.065,1.353,-0.285,1.004,-0.374,0.964,-0.401,0.772
1779,9,0.522,2.314,-0.022,1.348,-0.318,1.031,-0.369,0.949,-0.401,0.771
1779,10,0.525,3.733,0.059,1.456,-0.31,1.018,-0.372,0.941,-0.392,0.771
1779,11,0.052,2.918,0.088,1.442,-0.291,1.006,-0.373,0.94,-0.398,0.768
1779,12,0.733,4.367,0.291,1.415,-0.247,0.988,-0.371,0.939,-0.389,0.765
1780,1,-1.55,4.545,0.401,1.403,-0.209,0.964,-0.374,0.946,-0.386,0.765
1780,2,-0.757,5.572,0.431,1.355,-0.191,0.942,-0.411,0.952,-0.385,0.767
1780,3,0.862,2.602,0.311,1.313,-0.189,0.932,-0.445,0.945,-0.375,0.761
1780,4,2.123,1.896,0.286,1.298,-0.196,0.923,-0.451,0.938,-0.378,0.751
1780,5,1.523,1.88,0.192,1.294,-0.243,0.904,-0.446,0.926,-0.375,0.746
1780,6,0.791,5.926,0.034,1.248,-0.238,0.898,-0.424,0.917,-0.367,0.741
1780,7,0.584,4.447,0.097,1.102,-0.255,1.024,-0.423,0.907,-0.355,0.741
1780,8,-0.239,6.172,0.162,1.238,-0.258,1.036,-0.421,0.892,-0.347,0.735
1780,9,-0.913,2.145,0.105,1.332,-0.25,1.036,-0.409,0.88,-0.348,0.731
1780,10,0.22,1.667,-0.038,1.561,-0.268,1.034,-0.41,0.876,-0.343,0.729
1780,11,-1.069,1.679,-0.131,1.62,-0.271,1.037,-0.424,0.864,-0.346,0.721
1780,12,-1.161,3.053,-0.282,1.54,-0.238,1.024,-0.417,0.857,-0.348,0.713
1781,1,-0.796,5.368,-0.306,1.509,-0.239,1.015,-0.402,0.858,-0.352,0.713
1781,2,0.021,7.271,-0.251,1.512,-0.238,0.953,-0.41,0.848,-0.347,0.712
1781,3,0.181,1.662,-0.311,1.554,-0.262,0.929,-0.41,0.844,-0.337,0.712
1781,4,0.407,3.536,-0.385,1.534,-0.252,0.917,-0.403,0.834,-0.319,0.709
1781,5,0.408,3.06,-0.203,1.412,-0.251,0.922,-0.381,0.826,-0.322,0.706
1781,6,-1.024,1.958,0.007,1.171,-0.221,0.894,-0.372,0.817,-0.32,0.702
1781,7,0.298,1.864,0.015,0.979,-0.191,0.895,-0.364,0.801,-0.322,0.695
1781,8,0.42,1.467,-0.209,0.837,-0.238,0.889,-0.37,0.786,-0.32,0.687
1781,9,-1.634,3.485,-0.307,0.965,-0.239,0.874,-0.353,0.774,-0.313,0.678
1781,10,-0.673,1.465,-0.435,1.081,-0.273,0.846,-0.352,0.766,-0.32,0.669
1781,11,1.122,3.013,-0.514,0.953,-0.292,0.823,-0.362,0.754,-0.317,0.664
1781,12,1.35,4.519,-0.315,0.947,-0.246,0.795,-0.378,0.747,-0.318,0.659
1782,1,-0.69,3.252,-0.309,0.979,-0.226,0.754,-0.387,0.749,-0.314,0.661
1782,2,-2.675,4.621,-0.276,1.076,-0.225,0.7,-0.384,0.748,-0.311,0.66
1782,3,-0.99,6.028,-0.154,1.085,-0.243,0.666,-0.385,0.743,-0.306,0.656
1782,4,-1.131,2.402,-0.219,1.253,-0.283,0.647,-0.375,0.731,-0.302,0.654
1782,5,-0.534,1.942,-0.542,1.336,-0.314,0.65,-0.37,0.727,-0.294,0.651
1782,6,1.36,1.8,-0.772,1.053,-0.368,0.64,-0.357,0.716,-0.294,0.646
1782,7,0.366,1.97,-0.825,0.824,-0.334,0.638,-0.354,0.693,-0.295,0.643
1782,8,0.815,1.774,-0.559,1.037,-0.355,0.634,-0.353,0.681,-0.299,0.638
1782,9,-0.167,1.959,-0.528,0.719,-0.42,0.618,-0.362,0.673,-0.301,0.625
1782,10,-1.45,4.542,-0.415,0.854,-0.471,0.614,-0.36,0.666,-0.305,0.619
1782,11,-2.751,3.954,-0.437,0.838,-0.502,0.809,-0.372,0.653,-0.314,0.61
1782,12,-1.409,3.662,-0.491,0.93,-0.484,0.721,-0.35,0.652,-0.323,0.603
1783,1,-1.337,3.013,-0.477,0.919,-0.496,0.654,-0.364,0.649,-0.323,0.598
1783,2,0.521,1.565,-0.571,0.839,-0.493,0.57,-0.358,0.649,-0.311,0.6
1783,3,-0.614,1.741,-0.741,0.809,-0.473,0.552,-0.348,0.649,-0.307,0.591
1783,4,0.223,1.912,-0.696,0.821,-0.479,0.536,-0.356,0.645,-0.311,0.586
1783,5,-0.8,4.311,-0.581,0.813,-0.47,0.527,-0.345,0.641,-0.312,0.584
1783,6,0.707,4.112,-0.385,0.931,-0.469,0.539,-0.33,0.626,-0.31,0.577
1783,7,0.538,1.964,-0.334,2.483,-0.473,0.564,-0.328,0.609,-0.301,0.575
1783,8,-0.309,1.887,-0.517,3.033,-0.481,0.596,-0.318,0.569,-0.297,0.569
1783,9,-2.205,4.171,-0.445,3.233,-0.486,0.583,-0.319,0.553,-0.302,0.563
1783,10,-0.92,4.385,-0.536,3.339,-0.485,0.598,-0.308,0.541,-0.301,0.562
1783,11,-1.371,5.331,-0.469,3.032,-0.481,0.559,-0.298,0.533,-0.292,0.566
1783,12,0.945,2.304,-0.434,2.946,-0.444,0.546,-0.304,0.52,-0.295,0.557
1784,1,-0.72,7.317,-0.437,2.86,-0.447,0.525,-0.288,0.504,-0.29,0.551
1784,2,-1.679,6.748,-0.458,2.615,-0.456,0.525,-0.291,0.491,-0.29,0.547
1784,3,0.246,3.553,-0.321,2.019,-0.434,0.513,-0.304,0.484,-0.289,0.54
1784,4,-0.869,2.593,-0.402,1.646,-0.437,0.506,-0.316,0.476,-0.287,0.55
1784,5,0.011,1.616,-0.437,1.04,-0.484,0.486,-0.321,0.47,-0.3,0.55
1784,6,1.12,2.504,-0.723,1.12,-0.534,0.482,-0.314,0.458,-0.31,0.537
1784,7,0.511,2.592,-0.623,0.784,-0.537,0.473,-0.32,0.451,-0.312,0.53
1784,8,-0.559,3.452,-0.652,0.833,-0.483,0.484,-0.321,0.438,-0.319,0.525
1784,9,-0.563,3.969,-0.923,0.874,-0.452,0.44,-0.333,0.431,-0.319,0.515
1784,10,-1.892,1.498,-0.933,0.774,-0.44,0.437,-0.351,0.418,-0.313,0.515
1784,11,-1.8,3.817,-0.959,0.729,-0.449,0.43,-0.373,0.415,-0.303,0.52
1784,12,-2.478,2.627,-0.896,0.685,-0.467,0.423,-0.386,0.407,-0.295,0.523
1785,1,0.473,2.283,-0.952,0.651,-0.498,0.404,-0.377,0.397,-0.302,0.516
1785,2,-2.02,5.138,-0.907,0.625,-0.516,0.396,-0.366,0.393,-0.31,0.503
1785,3,-3.014,3.933,-0.839,0.725,-0.534,0.386,-0.37,0.384,-0.313,0.501
1785,4,-0.988,3.678,-0.691,0.944,-0.524,0.384,-0.392,0.375,-0.31,0.5
1785,5,-0.3,1.757,-0.587,1.235,-0.5,0.371,-0.416,0.483,-0.3,0.499
1785,6,1.874,4.126,-0.471,1.026,-0.462,0.391,-0.417,0.437,-0.3,0.491
1785,7,-0.16,2.414,-0.596,1.14,-0.474,0.629,-0.426,0.4,-0.302,0.487
1785,8,-0.02,1.696,-0.469,0.781,-0.458,0.667,-0.419,0.361,-0.299,0.483
1785,9,0.26,1.929,-0.226,0.755,-0.446,0.634,-0.417,0.353,-0.295,0.48
1785,10,-0.12,4.018,-0.104,0.552,-0.444,0.591,-0.416,0.348,-0.292,0.481
1785,11,-0.556,1.696,-0.025,0.551,-0.42,0.526,-0.407,0.345,-0.301,0.485
1785,12,-1.082,1.78,-0.082,0.516,-0.422,0.48,-0.398,0.354,-0.288,0.485
1786,1,-1.031,2.486,-0.06,0.533,-0.418,0.508,-0.386,0.373,-0.273,0.486
1786,2,-0.487,3.418,-0.069,0.53,-0.397,0.494,-0.396,0.385,-0.275,0.48
1786,3,-0.101,3.547,-0.116,0.535,-0.376,0.42,-0.393,0.386,-0.284,0.476
1786,4,0.481,2.028,-0.178,0.636,-0.363,0.354,-0.381,0.397,-0.281,0.476
1786,5,0.643,2.642,-0.272,0.745,-0.345,0.315,-0.399,0.379,-0.273,0.47
1786,6,1.194,3.07,-0.32,0.566,-0.387,0.327,-0.395,0.371,-0.27,0.467
1786,7,0.099,2.054,-0.306,0.507,-0.384,0.334,-0.402,0.36,-0.27,0.461
1786,8,-0.128,1.815,-0.219,0.747,-0.344,0.347,-0.396,0.359,-0.269,0.453
1786,9,-0.31,1.823,-0.139,0.511,-0.368,0.35,-0.377,0.35,-0.26,0.453
1786,10,-0.853,1.919,-0.21,0.492,-0.358,0.349,-0.377,0.34,-0.257,0.451
1786,11,-1.688,1.783,-0.356,0.505,-0.35,0.341,-0.392,0.327,-0.26,0.455
1786,12,-1.659,3.114,-0.433,0.521,-0.382,0.343,-0.406,0.322,-0.267,0.438
1787,1,-0.86,6.786,-0.566,0.486,-0.414,0.332,-0.4,0.314,-0.268,0.43
1787,2,0.548,2.813,-0.574,0.508,-0.416,0.316,-0.37,0.31,-0.265,0.426
1787,3,0.861,3.288,-0.653,0.586,-0.422,0.312,-0.355,0.29,-0.274,0.423
1787,4,-0.364,2.872,-0.651,0.576,-0.419,0.32,-0.336,0.29,-0.27,0.424
1787,5,-1.116,1.403,-0.623,0.56,-0.431,0.325,-0.331,0.282,-0.263,0.417
1787,6,0.273,2.3,-0.41,0.698,-0.405,0.324,-0.338,0.275,-0.261,0.415
1787,7,-1.495,2.309,-0.51,1.334,-0.419,0.328,-0.342,0.265,-0.253,0.412
1787,8,-0.226,1.374,-0.433,1.275,-0.376,0.336,-0.35,0.264,-0.248,0.412
1787,9,-1.258,2.23,-0.494,1.279,-0.321,0.336,-0.362,0.25,-0.25,0.413
1787,10,-0.831,1.543,-0.438,1.4,-0.313,0.335,-0.353,0.25,-0.25,0.42
1787,11,-1.351,2.709,-0.292,1.412,-0.329,0.329,-0.335,0.243,-0.254,0.416
1787,12,0.902,1.821,-0.266,1.263,-0.349,0.325,-0.326,0.251,-0.244,0.414
1788,1,-2.058,3.358,-0.073,0.986,-0.356,0.318,-0.329,0.259,-0.243,0.416
1788,2,1.463,3.51,0.022,0.904,-0.346,0.323,-0.327,0.258,-0.246,0.425
1788,3,0.139,3.68,0.048,0.962,-0.362,0.314,-0.324,0.255,-0.239,0.42
1788,4,0.308,4.153,0.105,1.194,-0.353,0.317,-0.333,0.251,-0.242,0.42
1788,5,0.626,1.876,0.195,1.213,-0.344,0.319,-0.331,0.244,-0.239,0.424
1788,6,0.588,1.731,-0.011,0.62,-0.328,0.33,-0.338,0.241,-0.23,0.425
1788,7,0.825,3.57,0.116,0.724,-0.3,0.32,-0.332,0.247,-0.232,0.426
1788,8,0.917,2.322,0.055,0.729,-0.311,0.306,-0.323,0.262,-0.225,0.429
1788,9,-0.955,2.886,-0.057,0.76,-0.3,0.307,-0.314,0.25,-0.224,0.433
1788,10,-0.147,3.296,-0.108,0.811,-0.278,0.308,-0.306,0.251,-0.217,0.444
1788,11,-0.266,3.088,-0.117,0.837,-0.317,0.307,-0.29,0.279,-0.21,0.433
1788,12,-1.57,4.215,-0.235,0.866,-0.346,0.298,-0.291,0.282,-0.206,0.422
1789,1,-0.54,3.207,-0.421,0.838,-0.356,0.296,-0.29,0.296,-0.2,0.423
1789,2,0.74,1.785,-0.552,0.789,-0.336,0.3,-0.267,0.322,-0.197,0.43
1789,3,-1.212,6.192,-0.55,0.851,-0.319,0.311,-0.26,0.337,-0.2,0.424
1789,4,-0.299,2.648,-0.68,0.841,-0.318,0.308,-0.24,0.349,-0.211,0.419
1789,5,0.518,4.989,-0.867,0.786,-0.301,0.296,-0.243,0.357,-0.221,0.42
1789,6,-0.829,0.81,-0.812,0.771,-0.278,0.281,-0.261,0.372,-0.216,0.415
1789,7,-1.404,2.415,-0.8,0.953,-0.262,0.292,-0.265,0.393,-0.214,0.414
1789,8,-0.662,0.938,-0.814,0.797,-0.257,0.272,-0.263,0.397,-0.215,0.411
1789,9,-0.925,1.254,-0.69,0.64,-0.259,0.272,-0.269,0.392,-0.219,0.414
1789,10,-1.713,2.604,-0.708,0.725,-0.233,0.258,-0.254,0.395,-0.222,0.416
1789,11,-2.503,4.382,-0.856,0.548,-0.214,0.251,-0.232,0.412,-0.223,0.424
1789,12,-0.909,3.545,-0.731,0.438,-0.208,0.245,-0.219,0.432,-0.235,0.423
1790,1,-0.404,1.545,-0.659,0.459,-0.186,0.237,-0.231,0.425,-0.227,0.41
1790,2,0.576,4.195,-0.555,0.443,-0.183,0.243,-0.21,0.404,-0.225,0.405
1790,3,0.273,3.347,-0.536,0.437,-0.189,0.236,-0.181,0.401,-0.232,0.394
1790,4,-0.516,1.494,-0.359,0.402,-0.182,0.233,-0.169,0.409,-0.239,0.39
1790,5,-1.255,4.594,-0.151,0.315,-0.169,0.231,-0.154,0.424,-0.246,0.382
1790,6,0.665,1.649,-0.087,0.806,-0.189,0.235,-0.175,0.415,-0.251,0.368
1790,7,-0.537,1.407,-0.001,1.115,-0.184,0.246,-0.181,0.41,-0.249,0.358
1790,8,0.585,0.897,-0.145,0.701,-0.196,0.25,-0.178,0.416,-0.243,0.347
1790,9,-0.699,1.206,-0.12,0.771,-0.202,0.245,-0.181,0.422,-0.242,0.347
1790,10,0.412,1.871,0.072,0.887,-0.221,0.25,-0.173,0.417,-0.243,0.345
